                        x                    pi(x)      Delta(x)
                        8.035                    4     +0.1861342595429734494189005593751560500644
                        8.036                    4     +0.1858687433641766414482156540830908664914
                        8.037                    4     +0.1856032395707129973652219152669866132211
                        8.038                    4     +0.1853377481623508069053081822880834522832
                        8.039                    4     +0.1850722691388575645991888663717955167945
                        8.040                    4     +0.1848068024999999705611658734336677633820
                        8.041                    4     +0.1845413482455439312766750775046160579570
                        8.042                    4     +0.1842759063752545603891180362475440164235
                        8.043                    4     +0.1840104768888961794859796393254490390756
                        8.044                    4     +0.1837450597862323188842323796500005619146
                        8.045                    4     +0.1834796550670257184150279368092947141232
                        8.046                    4     +0.1832142627310383282076767612440602342687
                        8.047                    4     +0.1829488827780313094729163470130095757223
                        8.048                    4     +0.1826835152077650352854688802602955430602
                        8.049                    4     +0.1824181600199990913658889497711464661419
                        8.050                    4     +0.1821528172144922768617020052757107589105
                        8.051                    4     +0.1818874867910026051278342484359436490121
                        8.052                    4     +0.1816221687492873045063346407260138268615
                        8.053                    4     +0.1813568630891028191053897116931946750478
                        8.054                    4     +0.1810915698102048095776318503635325287415
                        8.055                    4     +0.1808262889123481538977417618347520142728
                        8.056                    4     +0.1805610203952869481393457703778648470354
                        8.057                    4     +0.1802957642587745072512086496487924735427
                        8.058                    4     +0.1800305205025633658327226598919935495297
                        8.059                    4     +0.1797652891264052789086934712996033916167
                        8.060                    4     +0.1795000701300512227034236519719431609073
                        8.061                    4     +0.1792348635132513954140943982084405710858
                        8.062                    4     +0.1789696692757552179834461841420203007420
                        8.063                    4     +0.1787044874173113348717590070148699708258
                        8.064                    4     +0.1784393179376676148281329036791654658952
                        8.065                    4     +0.1781741608365711516610694131928464761479
                        8.066                    4     +0.1779090161137682650083546596678683616182
                        8.067                    4     +0.1776438837690045011062447288165187372919
                        8.068                    4     +0.1773787638020246335579540109303754966488
                        8.069                    4     +0.1771136562125726641014471823162962811375
                        8.070                    4     +0.1768485610003918233765354965044666156187
                        8.071                    4     +0.1765834781652245716912780558349940176558
                        8.072                    4     +0.1763184077068125997876887333218173058862
                        8.073                    4     +0.1760533496248968296067494139858030352397
                        8.074                    4     +0.1757883039192174150527302241428234315883
                        8.075                    4     +0.1755232705895137427568174164273513440665
                        8.076                    4     +0.1752582496355244328400495776276665397864
                        8.077                    4     +0.1749932410569873396755628257051430944239
                        8.078                    4     +0.1747282448536395526501456616672786460405
                        8.079                    4     +0.1744632610252173969251041412621318428435
                        8.080                    4     +0.1741982895714564341964380307606533941097
                        8.081                    4     +0.1739333304920914634543286103930276943870
                        8.082                    4     +0.1736683837868565217419387883055850029378
                        8.083                    4     +0.1734034494554848849135261872060975932367
                        8.084                    4     +0.1731385274977090683918698651673361126336
                        8.085                    4     +0.1728736179132608279250113313616335829164
                        8.086                    4     +0.1726087207018711603423105168028830027660
                        8.087                    4     +0.1723438358632703043098173594768793586914
                        8.088                    4     +0.1720789633971877410849596625462069891161
                        8.089                    4     +0.1718141033033521952705478836219676553917
                        8.090                    4     +0.1715492555814916355680975124015423336131
                        8.091                    4     +0.1712844202313332755304696932792796335680
                        8.092                    4     +0.1710195972526035743138307488455048587499
                        8.093                    4     +0.1707547866450282374289312594985450282886
                        8.094                    4     +0.1704899884083322174917053537045656734885
                        8.095                    4     +0.1702252025422397149731908627509138854087
                        8.096                    4     +0.1699604290464741789487709931503579139579
                        8.097                    4     +0.1696956679207583078467381691661055930983
                        8.098                    4     +0.1694309191648140501961806972407709821467
                        8.099                    4     +0.1691661827783626053741929034265398623925
                        8.100                    4     +0.1689014587611244243524093942286591053030
                        8.101                    4     +0.1686367471128192104428640905900414288040
                        8.102                    4     +0.1683720478331659200431746840612346782574
                        8.103                    4     +0.1681073609218827633810531635172525069374
                        8.104                    4     +0.1678426863786872052581430601008001865405
                        8.105                    4     +0.1675780242032959657931840573902542524533
                        8.106                    4     +0.1673133743954250211645046131103667834126
                        8.107                    4     +0.1670487369547896043518432380240633344745
                        8.108                    4     +0.1667841118811042058774990769648868908889
                        8.109                    4     +0.1665194991740825745468124362916076949517
                        8.110                    4     +0.1662548988334377181879759013692694259351
                        8.111                    4     +0.1659903108588819043911766870044749939328
                        8.112                    4     +0.1657257352501266612470708630870291523781
                        8.113                    4     +0.1654611720068827780845900970151492529941
                        8.114                    4     +0.1651966211288603062080815538073287742155
                        8.115                    4     +0.1649320826157685596337815941305897643006
                        8.116                    4     +0.1646675564673161158256239098022890693517
                        8.117                    4     +0.1644030426832108164303827356508481816051
                        8.118                    4     +0.1641385412631597680121517759497567632877
                        8.119                    4     +0.1638740522068693427861594829689543960766
                        8.120                    4     +0.1636095755140451793519213245182228971102
                        8.121                    4     +0.1633451111843921834257296766885216522810
                        8.122                    4     +0.1630806592176145285724819773292698702602
                        8.123                    4     +0.1628162196134156569368477751324214817511
                        8.124                    4     +0.1625517923714982799737753085277896245927
                        8.125                    4     +0.1622873774915643791783382479284572946139
                        8.126                    4     +0.1620229749733152068149232342002578339948
                        8.127                    4     +0.1617585848164512866457588455652225040800
                        8.128                    4     +0.1614942070206724146587866244855714802049
                        8.129                    4     +0.1612298415856776597948747954122682455544
                        8.130                    4     +0.1609654885111653646743753036203645841388
                        8.131                    4     +0.1607011477968331463230248046923332157122
                        8.132                    4     +0.1604368194423778968971902335503166152982
                        8.133                    4     +0.1601725034474957844084595812787127556415
                        8.134                    4     +0.1599081998118822534475785073197704424401
                        8.135                    4     +0.1596439085352320259077334139668776209993
                        8.136                    4     +0.1593796296172391017071816094229945616804
                        8.137                    4     +0.1591153630575967595112291850352092242013
                        8.138                    4     +0.1588511088559975574535572316606734028151
                        8.139                    4     +0.1585868670121333338568970194642145122688
                        8.140                    4     +0.1583226375256952079530547647937081361914
                        8.141                    4     +0.1580584203963735806022866071258397744182
                        8.142                    4     +0.1577942156238581350120244184221796443039
                        8.143                    4     +0.1575300232078378374549530665835409651604
                        8.144                    4     +0.1572658431480009379864397540393889377692
                        8.145                    4     +0.1570016754440349711613160518586136769043
                        8.146                    4     +0.1567375200956267567500132491182747197592
                        8.147                    4     +0.1564733771024624004540516366179664741424
                        8.148                    4     +0.1562092464642272946208843433792421456670
                        8.149                    4     +0.1559451281806061189580963437220673525559
                        8.150                    4     +0.1556810222512828412469592520635528610722
                        8.151                    4     +0.1554169286759407180553425219382377161793
                        8.152                    4     +0.1551528474542622954499816650939585643866
                        8.153                    4     +0.1548887785859294097081041058728472336236
                        8.154                    4     +0.1546247220706231880284132854432457145199
                        8.155                    4     +0.1543606779080240492414316298053146460119
                        8.156                    4     +0.1540966460978117045192029948508373144063
                        8.157                    4     +0.1538326266396651580843552011161850988325
                        8.158                    4     +0.1535686195332627079185232702266113086168
                        8.159                    4     +0.1533046247782819464701339743899775319972
                        8.160                    4     +0.1530406423743997613615523096586890245039
                        8.161                    4     +0.1527766723212923360955905030400223843039
                        8.162                    4     +0.1525127146186351507613801628971688671103
                        8.163                    4     +0.1522487692661029827396081814461892624706
                        8.164                    4     +0.1519848362633699074071169975176803651751
                        8.165                    4     +0.1517209156101092988408698271162878102613
                        8.166                    4     +0.1514570073059938305212814686762644789740
                        8.167                    4     +0.1511931113506954760349152892770669086758
                        8.168                    4     +0.1509292277438855097765469974495032359486
                        8.169                    4     +0.1506653564852345076505958075701942541077
                        8.170                    4     +0.1504014975744123477719236002100832604180
                        8.171                    4     +0.1501376510110882111660026821714295920956
                        8.172                    4     +0.1498738167949305824684527493171441925545
                        8.173                    4     +0.1496099949256072506239476546664723004382
                        8.174                    4     +0.1493461854027853095844925836018975051286
                        8.175                    4     +0.1490823882261311590070722374037320562450
                        8.176                    4     +0.1488186033953105049506706257011695449984
                        8.177                    4     +0.1485548309099883605726630678016069872276
                        8.178                    4     +0.1482910707698290468245810022337930278495
                        8.179                    4     +0.1480273229744961931472502032148265518710
                        8.180                    4     +0.1477635875236527381653030021262145268274
                        8.181                    4     +0.1474998644169609303810651114600985155776
                        8.182                    4     +0.1472361536540823288678176480733750880447
                        8.183                    4     +0.1469724552346778039624349519647654282566
                        8.184                    4     +0.1467087691584075379573987961679328826187
                        8.185                    4     +0.1464450954249310257921895827325031316909
                        8.186                    4     +0.1461814340339070757440551191443091970219
                        8.187                    4     +0.1459177849849938101181575689163617241924
                        8.188                    4     +0.1456541482778486659370991694629330217636
                        8.189                    4     +0.1453905239121283956298273097507402931362
                        8.190                    4     +0.1451269118874890677199195596035184854545
                        8.191                    4     +0.1448633122035860675132492419192853088950
                        8.192                    4     +0.1445997248600740977850321384433193644455
                        8.193                    4     +0.1443361498566071794662549191242960732769
                        8.194                    4     +0.1440725871928386523294858844661543419574
                        8.195                    4     +0.1438090368684211756740686096740987421316
                        8.196                    4     +0.1435454988830067290106990787796765492259
                        8.197                    4     +0.1432819732362466127453868963171053917273
                        8.198                    4     +0.1430184599277914488628011635109646313647
                        8.199                    4     +0.1427549589572911816090016053240010469825
                        8.200                    4     +0.1424914703243950781735555341031360541841
                        8.201                    4     +0.1422279940287517293710412349517966832174
                        8.202                    4     +0.1419645300700090503219383573474249846119
                        8.203                    4     +0.1417010784478142811329058969144495624344
                        8.204                    4     +0.1414376391618139875764483506551276766172
                        8.205                    4     +0.1411742122116540617699706283334859376985
                        8.206                    4     +0.1409107975969797228542223021011011697773
                        8.207                    4     +0.1406473953174355176711317758476696719800
                        8.208                    4     +0.1403840053726653214410309551542119978984
                        8.209                    4     +0.1401206277623123384392709981223506301218
                        8.210                    4     +0.1398572624860191026722297267493786881461
                        8.211                    4     +0.1395939095434274785527112779158082087918
                        8.212                    4     +0.1393305689341786615747385724497457161560
                        8.213                    4     +0.1390672406579131789877391801307898916041
                        8.214                    4     +0.1388039247142708904701251578951803030849
                        8.215                    4     +0.1385406211028909888022674379036464980107
                        8.216                    4     +0.1382773298234120005388653415338124471416
                        8.217                    4     +0.1380140508754717866807117947601014915698
                        8.218                    4     +0.1377507842587075433458548197858607354096
                        8.219                    4     +0.1374875299727558024401558771948803887176
                        8.220                    4     +0.1372242880172524323272456322926220452163
                        8.221                    4     +0.1369610583918326384978777187112894254554
                        8.222                    4     +0.1366978410961309642386810717573748771599
                        8.223                    4     +0.1364346361297812913003114033854940508902
                        8.224                    4     +0.1361714434924168405650023900881788121233
                        8.225                    4     +0.1359082631836701727135171443978337629869
                        8.226                    4     +0.1356450952031731888915005401042738817861
                        8.227                    4     +0.1353819395505571313752329606991489009971
                        8.228                    4     +0.1351187962254525842367860399671232905113
                        8.229                    4     +0.1348556652274894740085809630529182497295
                        8.230                    4     +0.1345925465562970703473498957432330978887
                        8.231                    4     +0.1343294402115039866975011091131470461583
                        8.232                    4     +0.1340663461927381809538883660978576981285
                        8.233                    4     +0.1338032644996269561239851359625389190196
                        8.234                    4     +0.1335401951317969609894642020556971011035
                        8.235                    4     +0.1332771380888741907671832276446704974215
                        8.236                    4     +0.1330140933704839877695768440458503630103
                        8.237                    4     +0.1327510609762510420644558246768042987620
                        8.238                    4     +0.1324880409057993921342139080727506051104
                        8.239                    4     +0.1322250331587524255344428323257667894783
                        8.240                    4     +0.1319620377347328795519561428217148024637
                        8.241                    4     +0.1316990546333628418622223345671292738607
                        8.242                    4     +0.1314360838542637511862078898162421526988
                        8.243                    4     +0.1311731253970563979466307711269068985560
                        8.244                    4     +0.1309101792613609249236249293934368985993
                        8.245                    4     +0.1306472454467968279098163858242852713997
                        8.246                    4     +0.1303843239529829563648114462530658409314
                        8.247                    4     +0.1301214147795375140690976055926469998099
                        8.248                    4     +0.1298585179260780597773576996639406083578
                        8.249                    4     +0.1295956333922215078711978610535561752537
                        8.250                    4     +0.1293327611775841290112898350776955171586
                        8.251                    4     +0.1290699012817815507889282113535240807887
                        8.252                    4     +0.1288070537044287583770031259037713144799
                        8.253                    4     +0.1285442184451400951803889881454830815441
                        8.254                    4     +0.1282813955035292634857497865396732999390
                        8.255                    4     +0.1280185848792093251107615261050989583437
                        8.256                    4     +0.1277557865717927020527523504265115851538
                        8.257                    4     +0.1274930005808911771367609002155183227672
                        8.258                    4     +0.1272302269061158946630134599106161745291
                        8.259                    4     +0.1269674655470773610538204432320429366296
                        8.260                    4     +0.1267047165033854454998927680368169939972
                        8.261                    4     +0.1264419797746493806060786702497147407831
                        8.262                    4     +0.1261792553604777630365215060769580764785
                        8.263                    4     +0.1259165432604785541592390911410544232099
                        8.264                    4     +0.1256538434742590806901251246075472045897
                        8.265                    4     +0.1253911560014260353363732458073949190047
                        8.266                    4     +0.1251284808415854774393242702923010288527
                        8.267                    4     +0.1248658179943428336167371516945640715047
                        8.268                    4     +0.1246031674593028984044842151979068782946
                        8.269                    4     +0.1243405292360698348976712078612747663080
                        8.270                    4     +0.1240779033242471753911827104737642469333
                        8.271                    4     +0.1238152897234378220196534550556553789038
                        8.272                    4     +0.1235526884332440473968660915579715868352
                        8.273                    4     +0.1232900994532674952545759467510797750461
                        8.274                    4     +0.1230275227831091810807633177315700978391
                        8.275                    4     +0.1227649584223694927573138419160180095537
                        8.276                    4     +0.1225024063706481911971274848302304198253
                        8.277                    4     +0.1222398666275444109806566864432121318806
                        8.278                    4     +0.1219773391926566609918742062363574557420
                        8.279                    4     +0.1217148240655828250536712066402741763378
                        8.280                    4     +0.1214523212459201625626861139141821322087
                        8.281                    4     +0.1211898307332653091235647949859957383390
                        8.282                    4     +0.1209273525272142771826525882149980822416
                        8.283                    4     +0.1206648866273624566611187254834429524710
                        8.284                    4     +0.1204024330333046155875136824684795409830
                        8.285                    4     +0.1201399917446349007297599933914818139907
                        8.286                    4     +0.1198775627609468382265770659881798900604
                        8.287                    4     +0.1196151460818333342183405318899334200383
                        8.288                    4     +0.1193527417068866754773766670540561529867
                        8.289                    4     +0.1190903496356985300376924163292958186382
                        8.290                    4     +0.1188279698678599478241415556913933840196
                        8.291                    4     +0.1185656024029613612810275251330898749713
                        8.292                    4     +0.1183032472405925860001434646430165184524
                        8.293                    4     +0.1180409043803428213482499851585941859795
                        8.294                    4     +0.1177785738218006510939912058293802305595
                        8.295                    4     +0.1175162555645540440342495883792340383212
                        8.296                    4     +0.1172539496081903546199400988082261920788
                        8.297                    4     +0.1169916559522963235812442261283892986255
                        8.298                    4     +0.1167293745964580785522843872812004970863
                        8.299                    4     +0.1164671055402611346952392468390956755877
                        8.300                    4     +0.1162048487832903953239004795483427123163
                        8.301                    4     +0.1159426043251301525266715032262448602522
                        8.302                    4     +0.1156803721653640877890087089819049490204
                        8.303                    4     +0.1154181523035752726153057151866556199769
                        8.304                    4     +0.1151559447393461691502211710777495804499
                        8.305                    4     +0.1148937494722586307994506353370060996072
                        8.306                    4     +0.1146315665018939028499430544448249123904
                        8.307                    4     +0.1143693958278326230895623650693055910112
                        8.308                    4     +0.1141072374496548224261947442101485283635
                        8.309                    4     +0.1138450913669399255063020302775621980736
                        8.310                    4     +0.1135829575792667513329218377475595565540
                        8.311                    4     +0.1133208360862135138831148874967935790845
                        8.312                    4     +0.1130587268873578227248600743824572214167
                        8.313                    4     +0.1127966299822766836333977930957558184612
                        8.314                    4     +0.1125345453705464992070220427810493210889
                        8.315                    4     +0.1122724730517430694823218303769570807741
                        8.316                    4     +0.1120104130254415925488723921005183705574
                        8.317                    4     +0.1117483652912166651633767519609067314512
                        8.318                    4     +0.1114863298486422833632581356552048087964
                        8.319                    4     +0.1112243066972918430797037576653578470572
                        8.320                    4     +0.1109622958367381407501604988426376989762
                        8.321                    4     +0.1107002972665533739302829912337643317507
                        8.322                    4     +0.1104383109863091419053346263712476358189
                        8.323                    4     +0.1101763369955764463010420027195281188004
                        8.324                    4     +0.1099143752939256916939033274381100569996
                        8.325                    4     +0.1096524258809266862209512870930941395074
                        8.326                    4     +0.1093904887561486421889709014193278361734
                        8.327                    4     +0.1091285639191601766831728737067999124369
                        8.328                    4     +0.1088666513695293121753229508569099640213
                        8.329                    4     +0.1086047511068234771313278056268438166663
                        8.330                    4     +0.1083428631306095066182779530534803952125
                        8.331                    4     +0.1080809874404536429109482125220444782746
                        8.332                    4     +0.1078191240359215360977562264191018862558
                        8.333                    4     +0.1075572729165782446861795457844683693382
                        8.334                    4     +0.1072954340819882362076317928521700371203
                        8.335                    4     +0.1070336075317153878217984098467508725001
                        8.336                    4     +0.1067717932653229869204325028779709699793
                        8.337                    4     +0.1065099912823737317306112892542769044787
                        8.338                    4     +0.1062482015824297319174536560133523437345
                        8.339                    4     +0.1059864241650525091862993369465719390302
                        8.340                    4     +0.1057246590298029978843502148732839400840
                        8.341                    4     +0.1054629061762415456017742554005361559645
                        8.342                    4     +0.1052011656039279137722725778841351015446
                        8.343                    4     +0.1049394373124212782731101687877887058021
                        8.344                    4     +0.1046777213012802300246107421185280927610
                        8.345                    4     +0.1044160175700627755891162510986329575543
                        8.346                    4     +0.1041543261183263377694115547168972294484
                        8.347                    4     +0.1038926469456277562066147422852663221377
                        8.348                    4     +0.1036309800515232879775336186106536016077
                        8.349                    4     +0.1033693254355686081914888518761010367345
                        8.350                    4     +0.1031076830973188105866042858103866218708
                        8.351                    4     +0.1028460530363284081255649172106983592570
                        8.352                    4     +0.1025844352521513335908430393690906484310
                        8.353                    4     +0.1023228297443409401793930514401131371043
                        8.354                    4     +0.1020612365124500020968154332742537313852
                        8.355                    4     +0.1017996555560307151509903847296658318775
                        8.356                    4     +0.1015380868746346973451816279630542461403
                        8.357                    4     +0.1012765304678129894706108706895739182763
                        8.358                    4     +0.1010149863351160556985034278911499050034
                        8.359                    4     +0.1007534544760937841716054989427552073747
                        8.360                    4     +0.1004919348902954875951735966168844322142
                        8.361                    4     +0.1002304275772699038274366239177351021547
                        8.362                    4     +0.0999689325365651964695310941884540536476
                        8.363                    4     +0.0997074497677289554549099894272230551842
                        8.364                    4     +0.0994459792703081976382257512409448408589
                        8.365                    4     +0.0991845210438493673836878983588474859094
                        8.366                    4     +0.0989230750878983371528957641224507505236
                        8.367                    4     +0.0986616414020004080921468468630319864584
                        8.368                    4     +0.0984002199857003106192212655729907392936
                        8.369                    4     +0.0981388108385422050096428127733395897675
                        8.370                    4     +0.0978774139600696819824170959759433638972
                        8.371                    4     +0.0976160293498257632852472586360889076698
                        8.372                    4     +0.0973546570073529022792277709884924731496
                        8.373                    4     +0.0970932969321929845230167806579407049378
                        8.374                    4     +0.0968319491238873283564875124344135560532
                        8.375                    4     +0.0965706135819766854838592061017525083885
                        8.376                    4     +0.0963092903060012415563080807087145337954
                        8.377                    4     +0.0960479792955006167540588131715906173315
                        8.378                    4     +0.0957866805500138663679570185984666849663
                        8.379                    4     +0.0955253940690794813805232192266637457089
                        8.380                    4     +0.0952641198522353890464887883669122852309
                        8.381                    4     +0.0950028578990189534728143552503927480700
                        8.382                    4     +0.0947416082089669761981911561779086327983
                        8.383                    4     +0.0944803707816156967720258168741506144139
                        8.384                    4     +0.0942191456165007933329090504542585168761
                        8.385                    4     +0.0939579327131573831865687549146922032850
                        8.386                    4     +0.0936967320711200233833079935657818497309
                        8.387                    4     +0.0934355436899227112949283413292419402699
                        8.388                    4     +0.0931743675690988851911390793304009846681
                        8.389                    4     +0.0929132037081814248154527197219197382709
                        8.390                    4     +0.0926520521067026519605673421833439162706
                        8.391                    4     +0.0923909127641943310432362230489623653472
                        8.392                    4     +0.0921297856801876696786252375251177076239
                        8.393                    4     +0.0918686708542133192541585149673429295143
                        8.394                    4     +0.0916075682858013755028528266974735766157
                        8.395                    4     +0.0913464779744813790761411853512104615331
                        8.396                    4     +0.0910853999197823161161861342574814214848
                        8.397                    4     +0.0908243341212326188276832048623720047308
                        8.398                    4     +0.0905632805783601660491550197223633481800
                        8.399                    4     +0.0903022392906922838237365181041302627417
                        8.400                    4     +0.0900412102577557459694517807412129987763
                        8.401                    4     +0.0897801934790767746489829298114816529421
                        8.402                    4     +0.0895191889541810409389315797134620322865
                        8.403                    4     +0.0892581966825936653985733137342853449499
                        8.404                    4     +0.0889972166638392186381056612172606735815
                        8.405                    4     +0.0887362488974417218863900493528481426342
                        8.406                    4     +0.0884752933829246475581882032331313501377
                        8.407                    4     +0.0882143501198109198208934673267493352339
                        8.408                    4     +0.0879534191076229151607575210486504325028
                        8.409                    4     +0.0876925003458824629486129606169721615591
                        8.410                    4     +0.0874315938341108460050922189078321551301
                        8.411                    4     +0.0871706995718288011653432945378343812529
                        8.412                    4     +0.0869098175585565198432427609236519066726
                        8.413                    4     +0.0866489477938136485951065255881415211661
                        8.414                    4     +0.0863880902771192896828988095030760394279
                        8.415                    4     +0.0861272450079920016369398157797463622735
                        8.416                    4     +0.0858664119859497998181125565403867570559
                        8.417                    4     +0.0856055912105101569795693063256126540406
                        8.418                    4     +0.0853447826811900038279381499158298976027
                        8.419                    4     +0.0850839863975057295840300919678771859226
                        8.420                    4     +0.0848232023589731825430471953919987286666
                        8.421                    4     +0.0845624305651076706342922149186112981051
                        8.422                    4     +0.0843016710154239619803801918292281952808
                        8.423                    4     +0.0840409237094362854559524753513315500886
                        8.424                    4     +0.0837801886466583312458936357429431742237
                        8.425                    4     +0.0835194658266032514030517336191322415273
                        8.426                    4     +0.0832587552487836604054624095997147347861
                        8.427                    4     +0.0829980569127116357130772578849442258746
                        8.428                    4     +0.0827373708178987183239969468940655024691
                        8.429                    4     +0.0824766969638559133302095496302011754704
                        8.430                    4     +0.0822160353500936904728345459641660536712
                        8.431                    4     +0.0819553859761219846968729585594541138622
                        8.432                    4     +0.0816947488414501967054640836908176841197
                        8.433                    4     +0.0814341239455871935136492777395573549362
                        8.434                    4     +0.0811735112880413090016432596798634974765
                        8.435                    4     +0.0809129108683203444676133894022954617456
                        8.436                    4     +0.0806523226859315691799673812527519118767
                        8.437                    4     +0.0803917467403817209291499116980746939632
                        8.438                    4     +0.0801311830311770065789485795627384875965
                        8.439                    4     +0.0798706315578231026173096768149086300997
                        8.440                    4     +0.0796100923198251557066642274144992877892
                        8.441                    4     +0.0793495653166877832337647512707329476994
                        8.442                    4     +0.0790890505479150738590332098920893831785
                        8.443                    4     +0.0788285480130105880654205898474371755501
                        8.444                    4     +0.0785680577114773587067785796935629204009
                        8.445                    4     +0.0783075796428178915557437955612517806381
                        8.446                    4     +0.0780471138065341658511350101295274397022
                        8.447                    4     +0.0777866602021276348448638392556291285174
                        8.448                    4     +0.0775262188290992263483593400667876210407
                        8.449                    4     +0.0772657896869493432785069738588602885902
                        8.450                    4     +0.0770053727751778642031023866863968462804
                        8.451                    4     +0.0767449680932841438858204600687316904973
                        8.452                    4     +0.0764845756407670138307000837772350898560
                        8.453                    4     +0.0762241954171247828261451022099033297769
                        8.454                    4     +0.0759638274218552374884418854010265998096
                        8.455                    4     +0.0757034716544556428047939752557423310514
                        8.456                    4     +0.0754431281144227426758742571418602172150
                        8.457                    4     +0.0751827968012527604578951065144326666804
                        8.458                    4     +0.0749224777144413995041969597921403146198
                        8.459                    4     +0.0746621708534838437063557582486658552450
                        8.460                    4     +0.0744018762178747580348097132268402164404
                        8.461                    4     +0.0741415938071082890790058405284623753701
                        8.462                    4     +0.0738813236206780655870667113783172877859
                        8.463                    4     +0.0736210656580771990049778669070448601940
                        8.464                    4     +0.0733608199187982840152963426441460180969
                        8.465                    4     +0.0731005864023333990753807490595491013379
                        8.466                    4     +0.0728403651081741069551433537398004360754
                        8.467                    4     +0.0725801560358114552743246103330863798752
                        8.468                    4     +0.0723199591847359770392905789459398003846
                        8.469                    4     +0.0720597745544376911793536822236312184258
                        8.470                    4     +0.0717996021444061030826172408958931133033
                        8.471                    4     +0.0715394419541302051313442321197745426517
                        8.472                    4     +0.0712792939830984772368507135020716630578
                        8.473                    4     +0.0710191582307988873739243552349273435773
                        8.474                    4     +0.0707590346967188921147685223298392355400
                        8.475                    4     +0.0704989233803454371624723484874597929114
                        8.476                    4     +0.0702388242811649578840072426932132229624
                        8.477                    4     +0.0699787373986633798427502691818925829076
                        8.478                    4     +0.0697186627323261193305348409680346211207
                        8.479                    4     +0.0694586002816380838992291666929998889290
                        8.480                    4     +0.0691985500460836728918428900943105190394
                        8.481                    4     +0.0689385120251467779731623609579172783608
                        8.482                    4     +0.0686784862183107836599149759696804561534
                        8.483                    4     +0.0684184726250585678504630274384552436559
                        8.484                    4     +0.0681584712448725023540274974197708999954
                        8.485                    4     +0.0678984820772344534194422343261835834474
                        8.486                    4     +0.0676385051216257822634389486679646599567
                        8.487                    4     +0.0673785403775273455984634641258589860018
                        8.488                    4     +0.0671185878444194961600236597162105049363
                        8.489                    4     +0.0668586475217820832335695383678049001934
